id,rle_mask
92c25915f1,1 8585 8591 96 8698 90 8808 81 8915 75 9025 66 9135 57 9245 48 9352 42 9459 36 9563 33 9667 30 9771 27 9878 21 9982 18 10089 12 10193 9
479cb24efb,8581 5 8682 5 8778 10 8879 10 8971 19 9071 20 9172 20 9264 29 9363 31 9464 31 9562 34 9661 36 9755 43 9856 43 9953 47 10049 52 10149 53
f0efea3879,2728 1 2829 3 2930 4 3031 6 3132 8 3233 10 3334 12 3435 14 3536 15 3637 17 3738 19 3839 20 3940 22 4041 23 4142 25 4243 26 4344 27 4445 28 4546 29 4647 30 4748 31 4849 32 4950 33 5051 34 5152 35 5253 36 5354 37 5455 37 5556 38 5657 38 5758 38 5859 38 5960 38 6061 38 6162 38 6263 38 6364 37 6465 37 6566 36 6667 35 6768 34 6869 33 6970 32 7071 32 7172 31 7273 30 7374 29 7475 28 7576 27 7677 26 7778 25 7879 24 7980 23 8081 22 8182 21 8283 20 8384 19 8485 18 8586 17 8687 15 8788 14 8889 13 8990 12 9091 11 9192 9 9293 8 9394 7 9495 5 9596 4 9697 3 9798 1
2903f6a1db,1920 8 2021 19 2122 31 2223 43 2324 55 2425 68 2526 79 2627 89 2728 98 2829 5757 8587 100 8691 97 8796 93 8899 91 9003 88 9106 86 9209 84 9312 82 9414 81 9516 80 9618 79 9720 78 9822 77 9924 76 10026 75 10128 74
6f19d11809,
2be45a7fa3,
60584b31d8,62 40 162 41 263 41 363 42 463 43 563 44 663 45 763 46 863 47 963 48 1063 49 1163 50 1264 50 1365 50 1465 51 1566 51 1667 51 1768 51 1870 50 1971 50 2072 50 2173 50 2274 50 2375 50 2477 49 2578 49 2679 49 2781 48 2882 48 2983 48 3085 47 3186 47 3287 47 3389 46 3490 46 3591 46 3692 46 3793 46 3894 46 3995 46 4096 46 4197 46 4299 45 4400 45 4501 45 4602 45 4703 45 4804 45 4906 44 5007 44 5108 44 5209 44 5310 44 5412 43 5513 43 5614 43 5715 43 5816 43 5917 43 6018 43 6119 43 6220 43 6321 43 6422 43 6523 43 6624 43 6724 44 6825 44 6926 44 7027 44 7128 44 7229 44 7330 44 7431 44 7532 44 7633 44 7734 44 7835 44 7936 44 8038 43 8139 43 8240 43 8341 43 8443 42 8544 42 8646 41 8748 40 8850 39 8952 38 9054 37 9156 36 9258 35 9360 34 9462 33 9564 32 9666 31 9769 29 9871 28 9974 26 10076 25 10179 23
f11f8eab00,1 89 102 90 203 91 304 91 405 92 506 93 607 94 708 95 809 96 910 97 1011 97 1112 98 1213 99 1314 99 1415 100 1516 100 1617 605 2223 100 2324 100 2425 100 2526 99 2627 99 2728 99 2829 98 2930 98 3031 97 3132 96 3233 95 3334 94 3435 93 3536 91 3637 89 3738 87 3839 85 3940 83 4041 80 4142 78 4243 75 4344 72 4445 69 4546 66 4647 63 4748 60 4849 57 4950 54 5051 51 5152 48 5253 45 5354 42 5455 40 5556 38 5657 36 5758 34 5859 32 5960 31 6061 29 6162 28 6263 27 6364 26 6465 25 6566 24 6667 23 6768 22 6869 21 6970 21 7071 20 7172 19 7273 19 7374 18 7475 17 7576 16 7677 15 7778 13 7879 12 7980 11 8081 9 8182 8 8283 7 8384 6 8485 5 8586 4 8687 4 8788 3 8889 3 8990 3 9091 2 9192 2 9293 1
98b1f3fb9c,
25edb9edb3,
70db04a203,78 24 180 23 283 21 385 20 487 19 589 18 691 17 793 16 895 15 998 13 1100 12 1202 11 1304 10 1406 9 1508 8 1609 8 1710 8 1812 7 1913 7 2014 7 2115 7 2217 6 2318 6 2420 5 2522 4 2624 3 2726 2 2828 1
89562d9f7d,95 7 195 8 296 8 396 9 496 10 596 11 696 12 795 14 895 15 995 16 1096 16 1196 17 1296 18 1396 19 1496 20 1597 20 1698 20 1799 20 1900 20 1999 22 2099 23 2198 25 2298 26 2398 27 2498 28 2598 29 2698 30 2798 31 2899 31 2999 32 3100 32 3201 32 3302 32 3404 31 3506 30 3607 30 3707 31 3807 32 3907 33 4008 33 4109 33 4210 33 4311 33 4412 33 4514 32 4617 30 4719 29 4820 29 4921 29 5023 28 5126 26 5229 24 5330 24 5432 23 5534 22 5636 21 5737 21 5839 20 5940 20 6041 20 6142 20 6243 20 6344 20 6445 20 6547 19 6648 19 6748 20 6849 20 6949 21 7050 21 7151 21 7252 21 7353 21 7455 20 7556 20 7657 20 7759 19 7860 19 7960 20 8061 20 8161 21 8261 22 8362 22 8462 23 8563 23 8663 24 8763 25 8864 25 8964 26 9065 26 9166 26 9266 27 9367 27 9468 27 9568 28 9668 29 9769 29 9870 29 9971 29 10072 29 10172 30
39f101a807,1 65 102 64 203 63 304 63 405 62 506 62 607 61 708 61 809 60 910 60 1011 59 1112 59 1213 59 1314 58 1415 58 1516 57 1617 57 1718 56 1819 56 1920 55 2021 55 2122 54 2223 53 2324 52 2425 51 2526 51 2627 50 2728 49 2829 48 2930 47 3031 46 3132 45 3233 44 3334 43 3435 42 3536 41 3637 40 3738 39 3839 38 3940 37 4041 35 4142 34 4243 32 4344 31 4445 30 4546 28 4647 27 4748 26 4849 25 4950 24 5051 23 5152 22 5253 21 5354 21 5455 20 5556 19 5657 19 5758 18 5859 18 5960 18 6061 17 6162 17 6263 17 6364 17 6465 16 6566 16 6667 16 6768 16 6869 15 6970 15 7071 15 7172 15 7273 14 7374 14 7475 14 7576 17 7677 17 7778 17 7879 17 7980 16 8081 15 8182 14 8283 13 8384 12 8485 11 8586 10 8687 9 8788 8 8889 8 8990 7 9091 6 9192 5 9293 4 9394 4 9495 3 9596 2 9697 2 9798 1 9899 1
0473e496e2,
84bd944c62,99 3 200 3 300 4 402 3 503 3 604 3 705 3 807 2 908 2 1010 1 1111 1
ba836c5ae1,1617 46 1718 56 1819 69 1920 84 2021 99 2122 3934 6061 85 6162 75 6263 65 6364 58 6465 49 6566 41 6667 31 6768 20 6869 7
e51599adb5,
b2f87059da,11 91 114 89 218 86 321 84 426 80 530 77 634 74 739 70 843 67 948 63 1052 60 1158 55 1264 50 1369 46 1476 40 1582 35 1689 29 1796 23 1905 15 2016 5
fbf5c91d9e,69 33 170 33 271 33 372 33 473 33 574 33 675 33 776 33 877 33 978 33 1079 33 1180 33 1281 33 1382 33 1480 36 1581 36 1682 36 1783 36 1884 36 1985 36 2086 36 2187 36 2288 36 2389 36 2490 36 2591 36 2692 36 2793 36 2894 36 2995 36 3096 36 3194 39 3295 39 3396 39 3497 39 3598 39 3699 39 3800 39 3901 39 4002 39 4103 39 4204 39 4305 39 4406 39 4507 39 4608 39 4709 39 4810 39 4911 39 5012 39 5110 42 5211 42 5312 42 5413 42 5514 42 5615 42 5716 42 5817 42 5918 42 6019 42 6120 42 6221 42 6322 42 6423 42 6524 42 6625 42 6726 42 6827 42 6928 42 7029 42 7130 42 7231 42 7332 42 7433 42 7534 42 7635 42 7736 42 7837 42 7938 42 8039 42 8140 42 8241 42 8342 42 8443 42 8544 42 8645 42 8746 42 8847 42 8948 42 9049 42 9150 42 9251 42 9349 45 9450 45 9551 45 9652 45 9753 45 9854 45 9955 45 10056 45 10157 45
ce31ab9b97,
fc6e9d0385,1 1212 1218 96 1329 86 1443 73 1557 59 1676 32 1798 2
9c298b9575,
cd6320c6eb,
e0f030eb66,101 1 202 1 1616 1 1714 4 1809 10 1904 16 1999 22 2094 28 2186 37 2278 46 2370 55 2468 58 2563 64 2661 67 2756 73 2857 73 2955 76 3056 76 3157 76 3258 76 3362 73 3463 73 3564 73 3665 73 3766 73 3867 73 3968 73 4072 70 4173 70 4274 70 4378 67 4479 67 4580 67 4681 67 4782 67 4886 64 4987 64 5088 64 5189 64 5290 64 5391 64 5492 64 5596 61 5697 61 5798 61 5902 58 6003 58 6104 58 6205 58 6306 58 6407 58 6508 58 6609 58 6710 58 6811 58 6912 58 7016 55 7117 55 7218 55 7319 55 7420 55 7518 58 7619 58 7720 58 7821 58 7922 58 8023 58 8124 58 8228 55 8329 55 8430 55 8531 55 8632 55 8733 55 8834 55 8935 55 9033 58 9134 58 9235 58 9336 58 9437 58 9538 58 9639 58 9740 58 9838 61 9939 61 10040 61 10141 61
337b30caff,
4b0c5aad63,1 52 102 49 203 46 304 42 405 39 506 35 607 31 708 27 809 23 910 19 1011 15 1112 10 1213 6 1314 1
a854446118,1 5 102 5 203 5 304 9 405 11 506 12 607 13 708 13 809 12 910 12 1011 14 1112 15 1213 16 1314 15 1415 15 1516 14 1617 12 1718 12 1819 12 1920 12 2021 13 2122 13 2223 12 2324 12 2425 11 2526 9 2627 9 2728 7 2829 6 2930 7 3031 7 3132 7 3233 8 3334 6 3435 4 3536 3 3637 2 3738 1 3839 1 3940 2 4041 2 4142 2 4243 2 4344 2 4445 3 4546 4 4647 6 4748 9 4849 12 4950 15 5051 16 5152 16 5253 16 5354 17 5455 17 5556 18 5657 19 5758 21 5859 22 5960 22 6061 22 6162 24 6263 28 6364 32 6465 33 6566 34 6667 36 6768 38 6869 39 6970 39 7071 40 7172 42 7273 43 7374 44 7475 46 7576 47 7677 47 7778 47 7879 46 7980 46 8081 45 8182 44 8283 45 8384 47 8485 48 8586 48 8687 49 8788 49 8889 49 8990 49 9091 49 9192 50 9293 51 9394 51 9495 51 9596 51 9697 51 9798 51 9899 50 10000 50 10101 50
a52d7a6cd8,1 316 318 100 419 100 521 99 623 98 724 98 826 98 928 97 1029 97 1131 97 1232 98 1334 97 1436 97 1537 98 1639 98 1740 99 1842 99 1943 6540 8485 95 8586 92 8687 89 8788 87 8889 84 8990 82 9091 79 9192 77 9293 75 9394 73 9495 70 9596 68 9697 66 9798 64 9899 63 10000 62 10101 61
31b7874f49,6827 42 6925 45 7017 54 7112 60 7204 69 7299 75 7397 78 7495 81 7593 84 7688 90 7783 2419
a3605816c1,1 56 102 56 203 57 304 57 405 60 506 62 607 62 708 63 809 64 910 66 1011 68 1112 70 1213 71 1314 72 1415 74 1516 75 1617 77 1718 77 1819 77 1920 77 2021 77 2122 78 2223 78 2324 78 2425 77 2526 77 2627 77 2728 77 2829 77 2930 77 3031 78 3132 78 3233 78 3334 78 3435 78 3536 78 3637 76 3738 74 3839 74 3940 73 4041 73 4142 73 4243 74 4344 74 4445 74 4546 74 4647 74 4748 72 4849 72 4950 71 5051 71 5152 71 5253 70 5354 70 5455 70 5556 70 5657 70 5758 70 5859 70 5960 70 6061 70 6162 73 6263 75 6364 77 6465 77 6566 76 6667 76 6768 75 6869 74 6970 74 7071 74 7172 74 7273 74 7374 78 7475 81 7576 81 7677 80 7778 80 7879 80 7980 78 8081 77 8182 76 8283 75 8384 75 8485 74 8586 74 8687 74 8788 74 8889 74 8990 73 9091 71 9192 68 9293 66 9394 64 9495 61 9596 58 9697 54 9798 52 9899 49 10000 46 10101 43
2424f4afc7,1 2221 2223 98 2324 95 2425 93 2526 90 2627 87 2728 84 2829 81 2930 79 3031 76 3132 72 3233 69 3334 67 3435 66 3536 66 3637 66 3738 66 3839 66 3940 66 4041 66 4142 65 4243 65 4344 65 4445 65 4546 64 4647 64 4748 63 4849 62 4950 61 5051 61 5152 60 5253 59 5354 58 5455 57 5556 57 5657 57 5758 56 5859 54 5960 52 6061 50 6162 48 6263 47 6364 47 6465 47 6566 46 6667 46 6768 46 6869 46 6970 46 7071 47 7172 48 7273 48 7374 48 7475 47 7576 46 7677 44 7778 42 7879 40 7980 39 8081 37 8182 35 8283 33 8384 32 8485 28 8586 24 8687 18 8788 11 8889 4
776bdf9043,1 1110 1112 99 1213 98 1314 97 1415 96 1516 94 1617 91 1718 88 1819 84 1920 79 2021 74 2122 68 2223 63 2325 58 2430 49 2532 45 2634 39 2735 37 2841 31 2943 29 3046 26 3149 23 3251 22 3355 18 3456 18 3559 16 3659 17 3761 15 3863 14 3965 12 4066 11 4167 10 4268 9 4369 8 4470 6 4571 5 4672 4 4773 3 4871 5 4970 6 5068 8 5168 9 5268 9 5368 9 5468 10 5569 9 5669 9 5769 10 5870 9 5971 9 6073 7 6174 6 6276 5 6377 4 6478 4 6579 4 6679 5 6779 5 6880 5 6981 4 7081 5 7183 4 7284 3 7386 2 7487 2 8301 2 8400 6 8494 14 8588 23 8687 28 8788 30 8889 33 8990 36 9091 38 9192 41 9293 43 9394 45 9495 46 9596 47 9697 49 9798 49 9899 50 10000 49 10101 46
c37e74bffc,5351 3 5449 6 5546 10 5643 14 5741 17 5839 20 5939 21 6040 21 6142 20 6243 20 6344 20 6444 21 6544 22 6645 22 6745 23 6848 21 6950 20 7052 19 7154 18 7255 18 7356 18 7455 20 7558 18 7658 19 7759 19 7859 20 7960 20 8062 19 8163 19 8263 20 8359 25 8459 26 8558 28 8657 30 8756 32 8855 34 8955 35 9055 36 9156 36 9257 36 9358 36 9458 37 9559 37 9660 37 9760 38 9861 38 9960 40 10060 41 10159 43
62a8f89a19,
bb6683a533,1 5958 5960 99 6061 99 6162 98 6263 98 6364 97 6465 97 6566 96 6667 96 6768 95 6869 95 6970 94 7071 94 7172 93 7273 93 7374 92 7475 92 7576 91 7677 91 7778 90 7879 90 7980 90 8081 89 8182 89 8283 89 8384 89 8485 88 8586 88 8687 88 8788 88 8889 88 8990 87 9091 87 9192 87 9293 86 9394 86 9495 86 9596 85 9697 85 9798 84 9899 83 10000 83 10101 82
b35b1b412b,5960 4242
b77cc54800,
bc7e49ee18,1 1108 1112 95 1213 92 1314 89 1415 84 1516 79 1617 71 1718 63 1819 57 1920 50 2021 48 2122 45 2223 43 2324 41 2425 39 2526 38 2627 36 2728 35 2829 34 2930 34 3031 31 3132 29 3233 27 3334 26 3435 24 3536 23 3637 22 3738 20 3839 19 3940 18 4041 17 4142 16 4243 14 4344 13 4445 13 4546 12 4647 11 4748 10 4849 9 4950 8 5051 7 5152 6 5253 6 5354 5 5455 4 5556 3 5657 2 5758 1 5859 1
19fdb270d6,
020376e68e,
894d0e63f5,
fff987cdb3,43 59 144 59 245 59 346 59 446 60 546 61 647 61 747 62 847 63 948 63 1048 64 1148 65 1247 67 1348 67 1448 68 1549 68 1650 68 1750 69 1851 69 1952 69 2052 70 2153 70 2254 70 2355 70 2456 70 2556 71 2657 71 2758 71 2858 72 2959 72 3059 73 3160 73 3261 73 3362 73 3463 73 3564 73 3665 73 3766 73 3867 73 3968 73 4069 73 4170 73 4270 74 4371 74 4472 74 4573 74 4674 74 4775 74 4876 74 4977 74 5078 74 5179 74 5280 74 5381 74 5482 74 5583 74 5685 73 5786 73 5887 73 5988 73 6089 73 6190 73 6291 73 6392 73 6493 73 6593 74 6694 74 6795 74 6896 74 6997 74 7098 74 7199 74 7300 74 7401 74 7502 74 7603 74 7704 74 7805 74 7907 73 8008 73 8109 73 8210 73 8311 73 8412 73 8513 73 8614 73 8715 73 8816 73 8917 73 9018 73 9119 73 9220 73 9322 72 9423 72 9524 72 9625 72 9726 72 9827 72 9928 72 10029 72 10131 71
a05da102a2,5352 2 5452 3 5552 4 5651 6 5750 8 5849 10 5949 11 6049 12 6149 13 6250 13 6350 14 6450 15 6550 16 6650 17 6751 17 6851 18 6951 19 7051 20 7151 21 7251 22 7351 23 7452 23 7552 24 7652 25 7753 25 7853 26 7953 27 8054 27 8154 28 8255 28 8355 29 8455 30 8555 31 8655 32 8755 33 8856 33 8956 34 9057 34 9158 34 9259 34 9359 35 9459 36 9559 37 9659 38 9759 39 9860 39 9961 39 10062 39 10163 39
94b4f44698,1 6 102 5 203 4 304 4 405 4 506 3 607 3 708 3 809 3 910 3 1011 3 1112 3 1213 3 1314 3 1415 3 1516 3 1617 3 1718 3 1819 3 1920 3 2021 2 2122 2 2223 1
4bc87727b5,1 5353 5355 100 5459 97 5563 94 5670 88 5774 85 5878 82 5982 79 6086 76 6187 76
0d8ed16206,
5b28c5ba50,2506 20 2585 42 2672 56 2765 64 2863 67 2961 70 3060 72 3158 75 3256 78 3354 81 3452 84 3550 87 3647 91 3744 95 3841 6361
f839d20b06,3029 2 3128 4 3227 6 3326 8 3426 9 3526 10 3626 11 3726 12 3827 12 3928 12 4028 13 4129 13 4230 13 4331 13 4432 13 4533 13 4634 13 4735 13 4837 12 4938 12 5039 12 5140 12 5241 12 5341 13 5441 14 5542 14 5643 14 5744 14 5844 15 5945 15 6045 16 6146 16 6247 16 6348 16 6449 16 6550 16 6651 16 6752 16 6852 17 6953 17 7053 18 7154 18 7254 19 7354 20 7455 20 7556 20 7657 20 7759 19 7862 17 7963 17 8064 17 8165 17 8266 17 8366 18 8466 19 8565 21 8664 23 8763 25 8862 27 8962 28 9063 28 9164 28 9266 27 9367 27 9468 27 9570 26 9671 26 9772 26 9873 26 9974 26 10076 25 10179 23
2bd87e0587,
90946392e6,
40ccdfe09d,
1ad2135efa,
05f09b380c,1 78 102 77 203 76 304 76 405 75 506 75 607 74 708 74 809 74 910 74 1011 73 1112 73 1213 74 1314 74 1415 74 1516 74 1617 74 1718 75 1819 75 1920 75 2021 75 2122 75 2223 76 2324 76 2425 76 2526 76 2627 76 2728 75 2829 75 2930 75 3031 74 3132 73 3233 73 3334 72 3435 71 3536 70 3637 70 3738 69 3839 69 3940 69 4041 68 4142 68 4243 68 4344 68 4445 68 4546 68 4647 68 4748 68 4849 68 4950 68 5051 68 5152 67 5253 67 5354 67 5455 67 5556 67 5657 67 5758 67 5859 67 5960 66 6061 66 6162 66 6263 66 6364 66 6465 65 6566 65 6667 64 6768 64 6869 63 6970 62 7071 62 7172 61 7273 60 7374 59 7475 58 7576 57 7677 56 7778 56 7879 55 7980 54 8081 54 8182 53 8283 53 8384 53 8485 52 8586 52 8687 52 8788 52 8889 51 8990 51 9091 51 9192 50 9293 50 9394 50 9495 49 9596 49 9697 49 9798 49 9899 49 10000 49 10101 50
92cc29d923,
3c7e2d60a7,3839 12 3940 19 4041 25 4142 33 4243 47 4344 50 4445 55 4546 61 4638 77 4727 3050 7778 96 7879 92 7980 87 8081 81 8182 75 8283 69 8384 65 8485 62 8586 55 8687 48 8788 42 8889 37 8990 33 9091 27 9192 21 9293 13 9394 6
f5c2e66754,1 40 102 40 203 41 304 41 405 42 506 46 607 46 708 48 809 48 910 51 1011 53 1112 55 1213 58 1314 59 1415 59 1516 59 1617 58 1718 58 1819 57 1920 57 2021 57 2122 57 2223 57 2324 57 2425 57 2526 57 2627 57 2728 57 2829 57 2930 58 3031 58 3132 59 3233 59 3334 60 3435 61 3536 61 3637 62 3738 62 3839 62 3940 62 4041 62 4142 61 4243 60 4344 59 4445 57 4546 55 4647 53 4748 50 4849 48 4950 46 5051 43 5152 41 5253 39 5354 37 5455 36 5556 34 5657 33 5758 33 5859 33 5960 33 6061 33 6162 33 6263 33 6364 33 6465 33 6566 33 6667 34 6768 36 6869 36 6970 35 7071 33 7172 33 7273 32 7374 32 7475 32 7576 31 7677 31 7778 30 7879 30 7980 30 8081 30 8182 31 8283 34 8384 34 8485 34 8586 33 8687 31 8788 27 8889 24 8990 21
a0c156a4c9,4644 3 4742 6 4838 11 4935 15 5031 20 5128 24 5224 27 5321 30 5418 33 5514 36 5609 42 5703 49 5798 53 5892 58 5983 66 6071 78 6162 86 6263 84 6364 82 6465 77 6566 72 6667 67 6768 63 6869 59 6970 54 7071 50 7172 47 7273 44 7374 41 7475 36 7576 34 7677 31 7778 31 7879 31 7980 30 8081 29 8182 28 8283 29 8384 30 8485 32 8586 32 8687 32 8788 31 8889 31 8990 31 9091 31 9192 30 9293 29 9394 29 9495 29 9596 29 9697 28 9798 25 9899 22 10000 20 10101 19
7f1d5f223c,9899 1 10000 4 10101 7
ebe64e1d15,2324 1 2425 2 2526 4 2627 5 2728 7 2829 8 2930 9 3031 10 3132 12 3233 13 3334 15 3435 17 3536 19 3637 21 3738 24 3839 26 3940 29 4041 31 4142 34 4243 36 4344 38 4445 40 4546 41 4647 42 4748 43 4849 44 4950 44 5051 43 5152 42 5253 40 5354 39 5455 37 5556 36 5657 34 5758 33 5859 32 5960 31 6061 30 6162 29 6263 28 6364 26 6465 25 6566 23 6667 22 6768 21 6869 20 6970 19 7071 19 7172 20 7273 20 7374 20 7475 20 7576 20 7677 20 7778 20 7879 20 7980 21 8081 21 8182 21 8283 21 8384 21 8485 20 8586 18 8687 17 8788 15 8889 14 8990 12 9091 11 9192 9 9293 8 9394 6 9495 5 9596 4 9697 3 9798 3 9899 2 10000 2 10101 1
8e84b940e3,
20ed65cbf8,
91ea3f1227,1 3030 3034 98 3135 98 3239 95 3346 89 3456 80 3563 74 3673 65 3783 56 3887 53 3991 50 4095 47 4199 44 4303 41 4407 38 4514 32 4618 29 4725 23 4829 20 4936 14 5040 11 5144 8 5248 5 5349 5 5450 5 5548 8 5649 8 5750 8
ae61c09508,81 21 183 20 284 20 386 19 487 19 589 18 690 18 792 17 893 17 995 16 1096 16 1198 15 1299 15 1401 14 1503 13 1604 13 1706 12 1807 12 1909 11 2010 11 2111 11 2213 10 2314 10 2415 10 2516 10 2617 10 2718 10 2819 10 2921 9 3022 9 3123 9 3224 9 3325 9 3426 9 3527 9 3628 9 3730 8 3831 8 3932 8 4033 8 4135 7 4236 7 4337 7 4439 6 4540 6 4641 6 4742 6 4843 6 4945 5 5046 5 5147 5 5248 5 5350 4 5451 4 5553 3 5654 3 5756 2 5858 1 5959 1 7272 1 7371 3 7471 4 7570 6 7670 7 7769 9 7869 10 7969 11 8068 13 8168 14 8267 16 8366 18 8466 19 8565 21 8665 22 8766 22 8867 22 8968 22 9069 22 9170 22 9272 21 9373 21 9475 20 9576 20 9677 20 9779 19 9880 19 9981 19 10082 19 10183 19
5f248cf0d6,
9267f6cf9c,1 2727 2729 100 2832 98 2934 97 3035 97 3137 96 3239 95 3341 94 3444 92 3548 89 3658 80 3760 79 3866 74 3978 63 4090 52 4193 50 4295 49 4400 45 4502 44 4605 42 4707 41 4809 40 4911 39 5019 32 5127 25 5230 23 5338 16 5451 4 5555 1
6698a570b8,62 40 161 42 260 44 360 45 460 46 561 46 663 45 765 44 867 43 969 42 1070 42 1171 42 1272 42 1373 42 1474 42 1574 43 1675 43 1775 44 1875 45 1975 46 2076 46 2177 46 2278 46 2379 46 2481 45 2582 45 2683 45 2784 45 2885 45 2986 45 3087 45 3188 45 3289 45 3390 45 3491 45 3592 45 3692 46 3793 46 3893 47 3993 48 4094 48 4195 48 4296 48 4397 48 4498 48 4599 48 4700 48 4800 49 4900 50 5000 51 5101 51 5202 51 5302 52 5403 52 5504 52 5604 53 5705 53 5806 53 5907 53 6008 53 6109 53 6210 53 6311 53 6412 53 6512 54 6613 54 6713 55 6814 55 6915 55 7017 54 7118 54 7219 54 7319 55 7420 55 7521 55 7623 54 7724 54 7826 53 7927 53 8028 53 8129 53 8229 54 8330 54 8431 54 8532 54 8633 54 8735 53 8836 53 8938 52 9039 52 9140 52 9242 51 9344 50 9446 49 9547 49 9648 49 9749 49 9850 49 9952 48 10053 48 10154 48
a88dd59036,
d433300064,42 60 140 63 238 66 336 69 435 71 535 72 634 74 733 76 826 84 924 87 1020 92 1116 97 1214 1009 2225 99 2330 95 2436 90 2543 84 2651 77 2758 71 2864 66 2967 64 3074 58 3179 54 3285 49 3391 44 3498 38 3604 33 3710 28 3815 24 3922 18 4028 13 4136 6
7de95e0115,4848 1 4949 1 5050 1 5151 1 5252 1 5353 1 5454 1 5555 1 5656 1 5757 1 5858 1 5959 1 6060 1 6161 1 6262 1 6363 1 8888 1 8989 1 9090 1 9191 1 9292 1
734df57cdf,19 83 120 83 221 83 322 83 422 84 523 84 623 85 723 86 823 87 923 88 1023 89 1124 89 1224 90 1324 91 1425 91 1526 91 1627 91 1729 90 1830 90 1931 90 2030 92 2131 92 2232 44 2278 46 2333 42 2384 41 2438 36 2491 35 2540 34 2592 35 2641 33 2699 29 2742 29 2801 28 2845 19 2904 26 2948 10 3009 22 3114 18 3215 18 3320 14 3422 13 3524 12 3627 10 3731 7 3835 4 3939 1
999cb0ea3b,
4c8132dc73,1 41 102 41 203 41 304 41 405 41 506 41 607 41 708 40 809 40 910 40 1011 40 1112 40 1213 40 1314 40 1415 40 1516 40 1617 39 1718 39 1819 39 1920 39 2021 38 2122 38 2223 37 2324 37 2425 36 2526 36 2627 36 2728 35 2829 35 2930 34 3031 34 3132 34 3233 33 3334 33 3435 32 3536 32 3637 32 3738 31 3839 31 3940 30 4041 30 4142 30 4243 30 4344 29 4445 29 4546 29 4647 29 4748 28 4849 28 4950 28 5051 28 5152 27 5253 27 5354 27 5455 27 5556 27 5657 26 5758 26 5859 26 5960 26 6061 26 6162 27 6263 27 6364 28 6465 28 6566 29 6667 29 6768 29 6869 30 6970 30 7071 30 7172 30 7273 31 7374 31 7475 31 7576 32 7677 32 7778 32 7879 32 7980 33 8081 33 8182 34 8283 35 8384 36 8485 37 8586 38 8687 39 8788 39 8889 40 8990 41 9091 41 9192 42 9293 43 9394 45 9495 46 9596 47 9697 48 9798 49 9899 50 10000 51 10101 51
c42abd17f3,
107f1047c1,
884cd7af00,5192 13 5282 32 5381 40 5482 44 5567 63 5659 75 5758 81 5859 85 5960 90 6061 95 6162 99 6263 2929 9200 93 9309 85 9424 71 9526 70 9628 69 9729 69 9834 65 9941 59 10046 55 10157 45
0b45bde756,405 9797
ad0e66eabf,
980570ed7e,
7f99abfc11,361 44 444 62 542 65 637 71 735 74 827 83 925 86 1032 80 1130 83 1225 89 1323 92 1424 92 1522 95 1623 95 1724 95 1822 2421 4246 98 4347 98 4448 98 4549 98 4650 98 4751 98 4852 98 4953 98 5054 98 5158 95 5262 92 5363 92 5467 89 5571 86 5672 86 5776 83 5880 80 5984 77 6085 77 6186 77 6290 74 6391 74 6492 74 6593 74 6697 71 6798 71 6899 71 7003 68 7104 68 7205 68 7309 65 7410 65 7514 62 7615 62 7716 62 7817 62 7918 62 8019 62 8120 62 8221 62 8322 62 8423 62 8527 59 8628 59 8729 59 8830 59 8931 59 9032 59 9133 59 9237 56 9338 56 9436 59 9537 59 9638 59 9739 59 9840 59 9941 59 10042 59 10143 59
a56e87840f,
f2d2fefde3,5152 2 5253 6 5354 9 5455 11 5556 12 5657 14 5758 12 5859 11 5960 7 6061 4 6162 3 6263 2 6364 1 9293 1 9394 2 9495 3 9596 3 9697 2 9798 1
628f1de539,21 81 121 82 222 82 324 81 426 80 528 79 631 77 733 76 835 75 936 75 1038 74 1139 74 1240 74 1341 74 1442 74 1542 75 1641 77 1741 78 1840 80 1939 82 2039 83 2139 84 2239 85 2340 85 2441 85 2541 86 2641 87 2742 87 2842 88 2943 88 3045 87 3146 87 3249 85 3351 84 3454 82 3556 81 3658 80 3759 80 3860 80 3960 81 4060 82 4161 82 4262 82 4363 82 4463 83 4564 83 4664 84 4765 84 4866 84 4967 84 5069 83 5171 82 5272 82 5373 82 5475 81 5576 81 5678 80 5779 80 5880 80 5981 77 6082 74 6184 71 6285 71 6387 70 6489 69 6590 68 6692 67 6794 64 6897 60 7001 55 7104 48 7207 35 7311 17
59dfd4c7e5,
5a6cd229a9,
8ef76ed16e,
56ac0f17be,1 80 102 79 203 79 304 79 405 79 506 79 607 78 708 78 809 79 910 79 1011 80 1112 80 1213 80 1314 79 1415 78 1516 77 1617 76 1718 74 1819 72 1920 70 2021 69 2122 67 2223 65 2324 62 2425 58 2526 55 2627 51 2728 47 2829 43 2930 39 3031 33 3132 24 3233 13 3334 1
04234be388,
4f5df40ab2,2728 7474
